Batch size:  32
The number of training instances: 465367
2 GPUs are available. Let's use them.
Start training.
  0%|          | 0/10 [00:00<?, ?it/s]/root/miniconda3/envs/ET-BERT/lib/python3.10/site-packages/torch/nn/parallel/_functions.py:68: UserWarning: Was asked to gather along dimension 0, but all input tensors were scalars; will instead unsqueeze and return a vector.
Epoch id: 7, Training steps: 6700, Avg loss: 0.014
Epoch id: 7, Training steps: 6800, Avg loss: 0.020
Epoch id: 7, Training steps: 6900, Avg loss: 0.017
Epoch id: 7, Training steps: 7000, Avg loss: 0.018
Epoch id: 7, Training steps: 7100, Avg loss: 0.018
Epoch id: 7, Training steps: 7200, Avg loss: 0.020
Epoch id: 7, Training steps: 7300, Avg loss: 0.021
Epoch id: 7, Training steps: 7400, Avg loss: 0.017
Epoch id: 7, Training steps: 7500, Avg loss: 0.023
Epoch id: 7, Training steps: 7600, Avg loss: 0.022
Epoch id: 7, Training steps: 7700, Avg loss: 0.018
Epoch id: 7, Training steps: 7800, Avg loss: 0.016
Epoch id: 7, Training steps: 7900, Avg loss: 0.021
Epoch id: 7, Training steps: 8000, Avg loss: 0.017
Epoch id: 7, Training steps: 8100, Avg loss: 0.022
Epoch id: 7, Training steps: 8200, Avg loss: 0.012
Epoch id: 7, Training steps: 8300, Avg loss: 0.016
Epoch id: 7, Training steps: 8400, Avg loss: 0.017
Epoch id: 7, Training steps: 8500, Avg loss: 0.016
Epoch id: 7, Training steps: 8600, Avg loss: 0.019
Epoch id: 7, Training steps: 8700, Avg loss: 0.016
Epoch id: 7, Training steps: 8800, Avg loss: 0.020
Epoch id: 7, Training steps: 8900, Avg loss: 0.019
Epoch id: 7, Training steps: 9000, Avg loss: 0.015
Epoch id: 7, Training steps: 9100, Avg loss: 0.020
Epoch id: 7, Training steps: 9200, Avg loss: 0.017
Epoch id: 7, Training steps: 9300, Avg loss: 0.022
Epoch id: 7, Training steps: 9400, Avg loss: 0.016
Epoch id: 7, Training steps: 9500, Avg loss: 0.012
Epoch id: 7, Training steps: 9600, Avg loss: 0.017
Epoch id: 7, Training steps: 9700, Avg loss: 0.017
Epoch id: 7, Training steps: 9800, Avg loss: 0.018
Epoch id: 7, Training steps: 9900, Avg loss: 0.014
Epoch id: 7, Training steps: 10000, Avg loss: 0.016
Epoch id: 7, Training steps: 10100, Avg loss: 0.016
Epoch id: 7, Training steps: 10200, Avg loss: 0.013
Epoch id: 7, Training steps: 10300, Avg loss: 0.016
Epoch id: 7, Training steps: 10400, Avg loss: 0.013
Epoch id: 7, Training steps: 10500, Avg loss: 0.013
Epoch id: 7, Training steps: 10600, Avg loss: 0.021
Epoch id: 7, Training steps: 10700, Avg loss: 0.016
Epoch id: 7, Training steps: 10800, Avg loss: 0.017
Epoch id: 7, Training steps: 10900, Avg loss: 0.019
Epoch id: 7, Training steps: 11000, Avg loss: 0.019
Epoch id: 7, Training steps: 11100, Avg loss: 0.011
Epoch id: 7, Training steps: 11200, Avg loss: 0.011
Epoch id: 7, Training steps: 11300, Avg loss: 0.013
Epoch id: 7, Training steps: 11400, Avg loss: 0.015
Epoch id: 7, Training steps: 11500, Avg loss: 0.018
Epoch id: 7, Training steps: 11600, Avg loss: 0.015
Epoch id: 7, Training steps: 11700, Avg loss: 0.015
Epoch id: 7, Training steps: 11800, Avg loss: 0.009
Epoch id: 7, Training steps: 11900, Avg loss: 0.011
Epoch id: 7, Training steps: 12000, Avg loss: 0.012
Epoch id: 7, Training steps: 12100, Avg loss: 0.019
Epoch id: 7, Training steps: 12200, Avg loss: 0.021
Epoch id: 7, Training steps: 12300, Avg loss: 0.021
Epoch id: 7, Training steps: 12400, Avg loss: 0.014
Epoch id: 7, Training steps: 12500, Avg loss: 0.015
Epoch id: 7, Training steps: 12600, Avg loss: 0.014
Epoch id: 7, Training steps: 12700, Avg loss: 0.017
Epoch id: 7, Training steps: 12800, Avg loss: 0.015
Epoch id: 7, Training steps: 12900, Avg loss: 0.015
Epoch id: 7, Training steps: 13000, Avg loss: 0.012
Epoch id: 7, Training steps: 13100, Avg loss: 0.013
Epoch id: 7, Training steps: 13200, Avg loss: 0.014
Epoch id: 7, Training steps: 13300, Avg loss: 0.017
Epoch id: 7, Training steps: 13400, Avg loss: 0.013
Epoch id: 7, Training steps: 13500, Avg loss: 0.009
Epoch id: 7, Training steps: 13600, Avg loss: 0.010
Epoch id: 7, Training steps: 13700, Avg loss: 0.010
Epoch id: 7, Training steps: 13800, Avg loss: 0.012
Epoch id: 7, Training steps: 13900, Avg loss: 0.011
Epoch id: 7, Training steps: 14000, Avg loss: 0.013
Epoch id: 7, Training steps: 14100, Avg loss: 0.013
Epoch id: 7, Training steps: 14200, Avg loss: 0.017
Epoch id: 7, Training steps: 14300, Avg loss: 0.011
Epoch id: 7, Training steps: 14400, Avg loss: 0.015
Epoch id: 7, Training steps: 14500, Avg loss: 0.009
Acc. (Correct/Total): 0.9631 (56025/58171) 
 70%|███████   | 7/10 [11:19:56<4:51:23, 5827.76s/it]Epoch id: 8, Training steps: 100, Avg loss: 0.017
Epoch id: 8, Training steps: 200, Avg loss: 0.009
Epoch id: 8, Training steps: 300, Avg loss: 0.012
Epoch id: 8, Training steps: 400, Avg loss: 0.009
Epoch id: 8, Training steps: 500, Avg loss: 0.012
Epoch id: 8, Training steps: 600, Avg loss: 0.011
Epoch id: 8, Training steps: 700, Avg loss: 0.017
Epoch id: 8, Training steps: 800, Avg loss: 0.015
Epoch id: 8, Training steps: 900, Avg loss: 0.019
Epoch id: 8, Training steps: 1000, Avg loss: 0.012
Epoch id: 8, Training steps: 1100, Avg loss: 0.009
Epoch id: 8, Training steps: 1200, Avg loss: 0.010
Epoch id: 8, Training steps: 1300, Avg loss: 0.013
Epoch id: 8, Training steps: 1400, Avg loss: 0.011
Epoch id: 8, Training steps: 1500, Avg loss: 0.015
Epoch id: 8, Training steps: 1600, Avg loss: 0.009
Epoch id: 8, Training steps: 1700, Avg loss: 0.013
Epoch id: 8, Training steps: 1800, Avg loss: 0.012
Epoch id: 8, Training steps: 1900, Avg loss: 0.010
Epoch id: 8, Training steps: 2000, Avg loss: 0.009
Epoch id: 8, Training steps: 2100, Avg loss: 0.010
Epoch id: 8, Training steps: 2200, Avg loss: 0.010
Epoch id: 8, Training steps: 2300, Avg loss: 0.015
Epoch id: 8, Training steps: 2400, Avg loss: 0.009
Epoch id: 8, Training steps: 2500, Avg loss: 0.011
Epoch id: 8, Training steps: 2600, Avg loss: 0.007
Epoch id: 8, Training steps: 2700, Avg loss: 0.010
Epoch id: 8, Training steps: 2800, Avg loss: 0.012
Epoch id: 8, Training steps: 2900, Avg loss: 0.012
Epoch id: 8, Training steps: 3000, Avg loss: 0.009
Epoch id: 8, Training steps: 3100, Avg loss: 0.008
Epoch id: 8, Training steps: 3200, Avg loss: 0.009
Epoch id: 8, Training steps: 3300, Avg loss: 0.010
Epoch id: 8, Training steps: 3400, Avg loss: 0.008
Epoch id: 8, Training steps: 3500, Avg loss: 0.007
Epoch id: 8, Training steps: 3600, Avg loss: 0.009
Epoch id: 8, Training steps: 3700, Avg loss: 0.012
Epoch id: 8, Training steps: 3800, Avg loss: 0.009
Epoch id: 8, Training steps: 3900, Avg loss: 0.010
Epoch id: 8, Training steps: 4000, Avg loss: 0.015
Epoch id: 8, Training steps: 4100, Avg loss: 0.018
Epoch id: 8, Training steps: 4200, Avg loss: 0.010
Epoch id: 8, Training steps: 4300, Avg loss: 0.008
Epoch id: 8, Training steps: 4400, Avg loss: 0.015
Epoch id: 8, Training steps: 4500, Avg loss: 0.007
Epoch id: 8, Training steps: 4600, Avg loss: 0.007
Epoch id: 8, Training steps: 4700, Avg loss: 0.007
Epoch id: 8, Training steps: 4800, Avg loss: 0.007
Epoch id: 8, Training steps: 4900, Avg loss: 0.012
Epoch id: 8, Training steps: 5000, Avg loss: 0.010
Epoch id: 8, Training steps: 5100, Avg loss: 0.011
Epoch id: 8, Training steps: 5200, Avg loss: 0.008
Epoch id: 8, Training steps: 5300, Avg loss: 0.013
Epoch id: 8, Training steps: 5400, Avg loss: 0.013
Epoch id: 8, Training steps: 5500, Avg loss: 0.010
Epoch id: 8, Training steps: 5600, Avg loss: 0.008
Epoch id: 8, Training steps: 5700, Avg loss: 0.010
Epoch id: 8, Training steps: 5800, Avg loss: 0.010
Epoch id: 8, Training steps: 5900, Avg loss: 0.007
Epoch id: 8, Training steps: 6000, Avg loss: 0.007
Epoch id: 8, Training steps: 6100, Avg loss: 0.008
Epoch id: 8, Training steps: 6200, Avg loss: 0.007
Epoch id: 8, Training steps: 6300, Avg loss: 0.005
Epoch id: 8, Training steps: 6400, Avg loss: 0.009
Epoch id: 8, Training steps: 6500, Avg loss: 0.010
Epoch id: 8, Training steps: 6600, Avg loss: 0.009
Epoch id: 8, Training steps: 6700, Avg loss: 0.004
Epoch id: 8, Training steps: 6800, Avg loss: 0.010
Epoch id: 8, Training steps: 6900, Avg loss: 0.015
Epoch id: 8, Training steps: 7000, Avg loss: 0.011
Epoch id: 8, Training steps: 7100, Avg loss: 0.008
Epoch id: 8, Training steps: 7200, Avg loss: 0.012
Epoch id: 8, Training steps: 7300, Avg loss: 0.009
Epoch id: 8, Training steps: 7400, Avg loss: 0.007
Epoch id: 8, Training steps: 7500, Avg loss: 0.006
Epoch id: 8, Training steps: 7600, Avg loss: 0.008
Epoch id: 8, Training steps: 7700, Avg loss: 0.008
Epoch id: 8, Training steps: 7800, Avg loss: 0.006
Epoch id: 8, Training steps: 7900, Avg loss: 0.005
Epoch id: 8, Training steps: 8000, Avg loss: 0.009
Epoch id: 8, Training steps: 8100, Avg loss: 0.006
Epoch id: 8, Training steps: 8200, Avg loss: 0.007
Epoch id: 8, Training steps: 8300, Avg loss: 0.009
Epoch id: 8, Training steps: 8400, Avg loss: 0.011
Epoch id: 8, Training steps: 8500, Avg loss: 0.007
Epoch id: 8, Training steps: 8600, Avg loss: 0.009
Epoch id: 8, Training steps: 8700, Avg loss: 0.008
Epoch id: 8, Training steps: 8800, Avg loss: 0.007
Epoch id: 8, Training steps: 8900, Avg loss: 0.008
Epoch id: 8, Training steps: 9000, Avg loss: 0.006
Epoch id: 8, Training steps: 9100, Avg loss: 0.013
Epoch id: 8, Training steps: 9200, Avg loss: 0.005
Epoch id: 8, Training steps: 9300, Avg loss: 0.007
Epoch id: 8, Training steps: 9400, Avg loss: 0.007
Epoch id: 8, Training steps: 9500, Avg loss: 0.005
Epoch id: 8, Training steps: 9600, Avg loss: 0.006
Epoch id: 8, Training steps: 9700, Avg loss: 0.008
Epoch id: 8, Training steps: 9800, Avg loss: 0.006
Epoch id: 8, Training steps: 9900, Avg loss: 0.012
Epoch id: 8, Training steps: 10000, Avg loss: 0.008
Epoch id: 8, Training steps: 10100, Avg loss: 0.005
Epoch id: 8, Training steps: 10200, Avg loss: 0.004
Epoch id: 8, Training steps: 10300, Avg loss: 0.005
Epoch id: 8, Training steps: 10400, Avg loss: 0.005
Epoch id: 8, Training steps: 10500, Avg loss: 0.007
Epoch id: 8, Training steps: 10600, Avg loss: 0.004
Epoch id: 8, Training steps: 10700, Avg loss: 0.008
Epoch id: 8, Training steps: 10800, Avg loss: 0.007
Epoch id: 8, Training steps: 10900, Avg loss: 0.007
Epoch id: 8, Training steps: 11000, Avg loss: 0.010
Epoch id: 8, Training steps: 11100, Avg loss: 0.007
Epoch id: 8, Training steps: 11200, Avg loss: 0.006
Epoch id: 8, Training steps: 11300, Avg loss: 0.006
Epoch id: 8, Training steps: 11400, Avg loss: 0.007
Epoch id: 8, Training steps: 11500, Avg loss: 0.006
Epoch id: 8, Training steps: 11600, Avg loss: 0.008
Epoch id: 8, Training steps: 11700, Avg loss: 0.005
Epoch id: 8, Training steps: 11800, Avg loss: 0.006
Epoch id: 8, Training steps: 11900, Avg loss: 0.006
Epoch id: 8, Training steps: 12000, Avg loss: 0.006
Epoch id: 8, Training steps: 12100, Avg loss: 0.005
Epoch id: 8, Training steps: 12200, Avg loss: 0.009
Epoch id: 8, Training steps: 12300, Avg loss: 0.005
Epoch id: 8, Training steps: 12400, Avg loss: 0.005
Epoch id: 8, Training steps: 12500, Avg loss: 0.008
Epoch id: 8, Training steps: 12600, Avg loss: 0.008
Epoch id: 8, Training steps: 12700, Avg loss: 0.005
Epoch id: 8, Training steps: 12800, Avg loss: 0.005
Epoch id: 8, Training steps: 12900, Avg loss: 0.006
Epoch id: 8, Training steps: 13000, Avg loss: 0.007
Epoch id: 8, Training steps: 13100, Avg loss: 0.006
Epoch id: 8, Training steps: 13200, Avg loss: 0.005
Epoch id: 8, Training steps: 13300, Avg loss: 0.004
Epoch id: 8, Training steps: 13400, Avg loss: 0.006
Epoch id: 8, Training steps: 13500, Avg loss: 0.006
Epoch id: 8, Training steps: 13600, Avg loss: 0.005
Epoch id: 8, Training steps: 13700, Avg loss: 0.007
Epoch id: 8, Training steps: 13800, Avg loss: 0.006
Epoch id: 8, Training steps: 13900, Avg loss: 0.006
Epoch id: 8, Training steps: 14000, Avg loss: 0.005
Epoch id: 8, Training steps: 14100, Avg loss: 0.005
Epoch id: 8, Training steps: 14200, Avg loss: 0.007
Epoch id: 8, Training steps: 14300, Avg loss: 0.008
Epoch id: 8, Training steps: 14400, Avg loss: 0.009
Epoch id: 8, Training steps: 14500, Avg loss: 0.006
Acc. (Correct/Total): 0.9654 (56157/58171) 
 80%|████████  | 8/10 [12:57:04<3:14:15, 5827.89s/it]Epoch id: 9, Training steps: 100, Avg loss: 0.005
Epoch id: 9, Training steps: 200, Avg loss: 0.008
Epoch id: 9, Training steps: 300, Avg loss: 0.003
Epoch id: 9, Training steps: 400, Avg loss: 0.004
Epoch id: 9, Training steps: 500, Avg loss: 0.005
Epoch id: 9, Training steps: 600, Avg loss: 0.005
Epoch id: 9, Training steps: 700, Avg loss: 0.006
Epoch id: 9, Training steps: 800, Avg loss: 0.007
Epoch id: 9, Training steps: 900, Avg loss: 0.005
Epoch id: 9, Training steps: 1000, Avg loss: 0.005
Epoch id: 9, Training steps: 1100, Avg loss: 0.005
Epoch id: 9, Training steps: 1200, Avg loss: 0.005
Epoch id: 9, Training steps: 1300, Avg loss: 0.007
Epoch id: 9, Training steps: 1400, Avg loss: 0.008
Epoch id: 9, Training steps: 1500, Avg loss: 0.005
Epoch id: 9, Training steps: 1600, Avg loss: 0.005
Epoch id: 9, Training steps: 1700, Avg loss: 0.007
Epoch id: 9, Training steps: 1800, Avg loss: 0.007
Epoch id: 9, Training steps: 1900, Avg loss: 0.008
Epoch id: 9, Training steps: 2000, Avg loss: 0.004
Epoch id: 9, Training steps: 2100, Avg loss: 0.003
Epoch id: 9, Training steps: 2200, Avg loss: 0.003
Epoch id: 9, Training steps: 2300, Avg loss: 0.005
Epoch id: 9, Training steps: 2400, Avg loss: 0.011
Epoch id: 9, Training steps: 2500, Avg loss: 0.004
Epoch id: 9, Training steps: 2600, Avg loss: 0.007
Epoch id: 9, Training steps: 2700, Avg loss: 0.009
Epoch id: 9, Training steps: 2800, Avg loss: 0.005
Epoch id: 9, Training steps: 2900, Avg loss: 0.004
Epoch id: 9, Training steps: 3000, Avg loss: 0.005
Epoch id: 9, Training steps: 3100, Avg loss: 0.005
Epoch id: 9, Training steps: 3200, Avg loss: 0.004
Epoch id: 9, Training steps: 3300, Avg loss: 0.003
Epoch id: 9, Training steps: 3400, Avg loss: 0.003
Epoch id: 9, Training steps: 3500, Avg loss: 0.003
Epoch id: 9, Training steps: 3600, Avg loss: 0.003
Epoch id: 9, Training steps: 3700, Avg loss: 0.005
Epoch id: 9, Training steps: 3800, Avg loss: 0.004
Epoch id: 9, Training steps: 3900, Avg loss: 0.004
Epoch id: 9, Training steps: 4000, Avg loss: 0.006
Epoch id: 9, Training steps: 4100, Avg loss: 0.003
Epoch id: 9, Training steps: 4200, Avg loss: 0.004
Epoch id: 9, Training steps: 4300, Avg loss: 0.006
Epoch id: 9, Training steps: 4400, Avg loss: 0.005
Epoch id: 9, Training steps: 4500, Avg loss: 0.002
Epoch id: 9, Training steps: 4600, Avg loss: 0.006
Epoch id: 9, Training steps: 4700, Avg loss: 0.002
Epoch id: 9, Training steps: 4800, Avg loss: 0.004
Epoch id: 9, Training steps: 4900, Avg loss: 0.005
Epoch id: 9, Training steps: 5000, Avg loss: 0.003
Epoch id: 9, Training steps: 5100, Avg loss: 0.004
Epoch id: 9, Training steps: 5200, Avg loss: 0.004
Epoch id: 9, Training steps: 5300, Avg loss: 0.005
Epoch id: 9, Training steps: 5400, Avg loss: 0.006
Epoch id: 9, Training steps: 5500, Avg loss: 0.004
Epoch id: 9, Training steps: 5600, Avg loss: 0.003
Epoch id: 9, Training steps: 5700, Avg loss: 0.006
Epoch id: 9, Training steps: 5800, Avg loss: 0.003
Epoch id: 9, Training steps: 5900, Avg loss: 0.003
Epoch id: 9, Training steps: 6000, Avg loss: 0.003
Epoch id: 9, Training steps: 6100, Avg loss: 0.004
Epoch id: 9, Training steps: 6200, Avg loss: 0.001
Epoch id: 9, Training steps: 6300, Avg loss: 0.003
Epoch id: 9, Training steps: 6400, Avg loss: 0.002
Epoch id: 9, Training steps: 6500, Avg loss: 0.005
Epoch id: 9, Training steps: 6600, Avg loss: 0.002
Epoch id: 9, Training steps: 6700, Avg loss: 0.002
Epoch id: 9, Training steps: 6800, Avg loss: 0.003
Epoch id: 9, Training steps: 6900, Avg loss: 0.004
Epoch id: 9, Training steps: 7000, Avg loss: 0.005
Epoch id: 9, Training steps: 7100, Avg loss: 0.007
Epoch id: 9, Training steps: 7200, Avg loss: 0.004
Epoch id: 9, Training steps: 7300, Avg loss: 0.003
Epoch id: 9, Training steps: 7400, Avg loss: 0.003
Epoch id: 9, Training steps: 7500, Avg loss: 0.002
Epoch id: 9, Training steps: 7600, Avg loss: 0.002
Epoch id: 9, Training steps: 7700, Avg loss: 0.005
Epoch id: 9, Training steps: 7800, Avg loss: 0.006
Epoch id: 9, Training steps: 7900, Avg loss: 0.004
Epoch id: 9, Training steps: 8000, Avg loss: 0.004
Epoch id: 9, Training steps: 8100, Avg loss: 0.002
Epoch id: 9, Training steps: 8200, Avg loss: 0.004
Epoch id: 9, Training steps: 8300, Avg loss: 0.003
Epoch id: 9, Training steps: 8400, Avg loss: 0.002
Epoch id: 9, Training steps: 8500, Avg loss: 0.004
Epoch id: 9, Training steps: 8600, Avg loss: 0.003
Epoch id: 9, Training steps: 8700, Avg loss: 0.004
Epoch id: 9, Training steps: 8800, Avg loss: 0.002
Epoch id: 9, Training steps: 8900, Avg loss: 0.002
Epoch id: 9, Training steps: 9000, Avg loss: 0.004
Epoch id: 9, Training steps: 9100, Avg loss: 0.003
Epoch id: 9, Training steps: 9200, Avg loss: 0.003
Epoch id: 9, Training steps: 9300, Avg loss: 0.005
Epoch id: 9, Training steps: 9400, Avg loss: 0.005
Epoch id: 9, Training steps: 9500, Avg loss: 0.003
Epoch id: 9, Training steps: 9600, Avg loss: 0.003
Epoch id: 9, Training steps: 9700, Avg loss: 0.003
Epoch id: 9, Training steps: 9800, Avg loss: 0.002
Epoch id: 9, Training steps: 9900, Avg loss: 0.003
Epoch id: 9, Training steps: 10000, Avg loss: 0.003
Epoch id: 9, Training steps: 10100, Avg loss: 0.004
Epoch id: 9, Training steps: 10200, Avg loss: 0.003
Epoch id: 9, Training steps: 10300, Avg loss: 0.002
Epoch id: 9, Training steps: 10400, Avg loss: 0.001
Epoch id: 9, Training steps: 10500, Avg loss: 0.004
Epoch id: 9, Training steps: 10600, Avg loss: 0.003
Epoch id: 9, Training steps: 10700, Avg loss: 0.001
Epoch id: 9, Training steps: 10800, Avg loss: 0.003
Epoch id: 9, Training steps: 10900, Avg loss: 0.002
Epoch id: 9, Training steps: 11000, Avg loss: 0.003
Epoch id: 9, Training steps: 11100, Avg loss: 0.002
Epoch id: 9, Training steps: 11200, Avg loss: 0.003
Epoch id: 9, Training steps: 11300, Avg loss: 0.002
Epoch id: 9, Training steps: 11400, Avg loss: 0.003
Epoch id: 9, Training steps: 11500, Avg loss: 0.002
Epoch id: 9, Training steps: 11600, Avg loss: 0.002
Epoch id: 9, Training steps: 11700, Avg loss: 0.003
Epoch id: 9, Training steps: 11800, Avg loss: 0.003
Epoch id: 9, Training steps: 11900, Avg loss: 0.003
Epoch id: 9, Training steps: 12000, Avg loss: 0.003
Epoch id: 9, Training steps: 12100, Avg loss: 0.002
Epoch id: 9, Training steps: 12200, Avg loss: 0.003
Epoch id: 9, Training steps: 12300, Avg loss: 0.003
Epoch id: 9, Training steps: 12400, Avg loss: 0.002
Epoch id: 9, Training steps: 12500, Avg loss: 0.002
Epoch id: 9, Training steps: 12600, Avg loss: 0.002
Epoch id: 9, Training steps: 12700, Avg loss: 0.005
Epoch id: 9, Training steps: 12800, Avg loss: 0.002
Epoch id: 9, Training steps: 12900, Avg loss: 0.002
Epoch id: 9, Training steps: 13000, Avg loss: 0.003
Epoch id: 9, Training steps: 13100, Avg loss: 0.003
Epoch id: 9, Training steps: 13200, Avg loss: 0.002
Epoch id: 9, Training steps: 13300, Avg loss: 0.001
Epoch id: 9, Training steps: 13400, Avg loss: 0.003
Epoch id: 9, Training steps: 13500, Avg loss: 0.001
Epoch id: 9, Training steps: 13600, Avg loss: 0.003
Epoch id: 9, Training steps: 13700, Avg loss: 0.002
Epoch id: 9, Training steps: 13800, Avg loss: 0.003
Epoch id: 9, Training steps: 13900, Avg loss: 0.003
Epoch id: 9, Training steps: 14000, Avg loss: 0.002
Epoch id: 9, Training steps: 14100, Avg loss: 0.002
Epoch id: 9, Training steps: 14200, Avg loss: 0.001
Epoch id: 9, Training steps: 14300, Avg loss: 0.002
Epoch id: 9, Training steps: 14400, Avg loss: 0.002
Epoch id: 9, Training steps: 14500, Avg loss: 0.002
Acc. (Correct/Total): 0.9670 (56250/58171) 
 90%|█████████ | 9/10 [14:35:02<1:37:23, 5843.27s/it]Epoch id: 10, Training steps: 100, Avg loss: 0.003
Epoch id: 10, Training steps: 200, Avg loss: 0.003
Epoch id: 10, Training steps: 300, Avg loss: 0.003
Epoch id: 10, Training steps: 400, Avg loss: 0.004
Epoch id: 10, Training steps: 500, Avg loss: 0.002
Epoch id: 10, Training steps: 600, Avg loss: 0.002
Epoch id: 10, Training steps: 700, Avg loss: 0.003
Epoch id: 10, Training steps: 800, Avg loss: 0.002
Epoch id: 10, Training steps: 900, Avg loss: 0.001
Epoch id: 10, Training steps: 1000, Avg loss: 0.001
Epoch id: 10, Training steps: 1100, Avg loss: 0.002
Epoch id: 10, Training steps: 1200, Avg loss: 0.004
Epoch id: 10, Training steps: 1300, Avg loss: 0.002
Epoch id: 10, Training steps: 1400, Avg loss: 0.002
Epoch id: 10, Training steps: 1500, Avg loss: 0.002
Epoch id: 10, Training steps: 1600, Avg loss: 0.002
Epoch id: 10, Training steps: 1700, Avg loss: 0.003
Epoch id: 10, Training steps: 1800, Avg loss: 0.002
Epoch id: 10, Training steps: 1900, Avg loss: 0.003
Epoch id: 10, Training steps: 2000, Avg loss: 0.002
Epoch id: 10, Training steps: 2100, Avg loss: 0.003
Epoch id: 10, Training steps: 2200, Avg loss: 0.002
Epoch id: 10, Training steps: 2300, Avg loss: 0.001
Epoch id: 10, Training steps: 2400, Avg loss: 0.002
Epoch id: 10, Training steps: 2500, Avg loss: 0.002
Epoch id: 10, Training steps: 2600, Avg loss: 0.001
Epoch id: 10, Training steps: 2700, Avg loss: 0.002
Epoch id: 10, Training steps: 2800, Avg loss: 0.002
Epoch id: 10, Training steps: 2900, Avg loss: 0.001
Epoch id: 10, Training steps: 3000, Avg loss: 0.003
Epoch id: 10, Training steps: 3100, Avg loss: 0.003
Epoch id: 10, Training steps: 3200, Avg loss: 0.002
Epoch id: 10, Training steps: 3300, Avg loss: 0.002
Epoch id: 10, Training steps: 3400, Avg loss: 0.001
Epoch id: 10, Training steps: 3500, Avg loss: 0.003
Epoch id: 10, Training steps: 3600, Avg loss: 0.001
Epoch id: 10, Training steps: 3700, Avg loss: 0.001
Epoch id: 10, Training steps: 3800, Avg loss: 0.001
Epoch id: 10, Training steps: 3900, Avg loss: 0.001
Epoch id: 10, Training steps: 4000, Avg loss: 0.003
Epoch id: 10, Training steps: 4100, Avg loss: 0.001
Epoch id: 10, Training steps: 4200, Avg loss: 0.001
Epoch id: 10, Training steps: 4300, Avg loss: 0.002
Epoch id: 10, Training steps: 4400, Avg loss: 0.001
Epoch id: 10, Training steps: 4500, Avg loss: 0.001
Epoch id: 10, Training steps: 4600, Avg loss: 0.001
Epoch id: 10, Training steps: 4700, Avg loss: 0.002
Epoch id: 10, Training steps: 4800, Avg loss: 0.001
Epoch id: 10, Training steps: 4900, Avg loss: 0.001
Epoch id: 10, Training steps: 5000, Avg loss: 0.001
Epoch id: 10, Training steps: 5100, Avg loss: 0.001
Epoch id: 10, Training steps: 5200, Avg loss: 0.001
Epoch id: 10, Training steps: 5300, Avg loss: 0.002
Epoch id: 10, Training steps: 5400, Avg loss: 0.002
Epoch id: 10, Training steps: 5500, Avg loss: 0.001
Epoch id: 10, Training steps: 5600, Avg loss: 0.002
Epoch id: 10, Training steps: 5700, Avg loss: 0.003
Epoch id: 10, Training steps: 5800, Avg loss: 0.003
Epoch id: 10, Training steps: 5900, Avg loss: 0.001
Epoch id: 10, Training steps: 6000, Avg loss: 0.002
Epoch id: 10, Training steps: 6100, Avg loss: 0.002
Epoch id: 10, Training steps: 6200, Avg loss: 0.001
Epoch id: 10, Training steps: 6300, Avg loss: 0.002
Epoch id: 10, Training steps: 6400, Avg loss: 0.001
Epoch id: 10, Training steps: 6500, Avg loss: 0.001
Epoch id: 10, Training steps: 6600, Avg loss: 0.002
Epoch id: 10, Training steps: 6700, Avg loss: 0.001
Epoch id: 10, Training steps: 6800, Avg loss: 0.002
Epoch id: 10, Training steps: 6900, Avg loss: 0.001
Epoch id: 10, Training steps: 7000, Avg loss: 0.002
Epoch id: 10, Training steps: 7100, Avg loss: 0.001
Epoch id: 10, Training steps: 7200, Avg loss: 0.001
Epoch id: 10, Training steps: 7300, Avg loss: 0.002
Epoch id: 10, Training steps: 7400, Avg loss: 0.002
Epoch id: 10, Training steps: 7500, Avg loss: 0.001
Epoch id: 10, Training steps: 7600, Avg loss: 0.001
Epoch id: 10, Training steps: 7700, Avg loss: 0.003
Epoch id: 10, Training steps: 7800, Avg loss: 0.001
Epoch id: 10, Training steps: 7900, Avg loss: 0.002
Epoch id: 10, Training steps: 8000, Avg loss: 0.001
Epoch id: 10, Training steps: 8100, Avg loss: 0.002
Epoch id: 10, Training steps: 8200, Avg loss: 0.001
Epoch id: 10, Training steps: 8300, Avg loss: 0.001
Epoch id: 10, Training steps: 8400, Avg loss: 0.001
Epoch id: 10, Training steps: 8500, Avg loss: 0.001
Epoch id: 10, Training steps: 8600, Avg loss: 0.002
Epoch id: 10, Training steps: 8700, Avg loss: 0.001
Epoch id: 10, Training steps: 8800, Avg loss: 0.001
Epoch id: 10, Training steps: 8900, Avg loss: 0.001
Epoch id: 10, Training steps: 9000, Avg loss: 0.001
Epoch id: 10, Training steps: 9100, Avg loss: 0.001
Epoch id: 10, Training steps: 9200, Avg loss: 0.002
Epoch id: 10, Training steps: 9300, Avg loss: 0.002
Epoch id: 10, Training steps: 9400, Avg loss: 0.002
Epoch id: 10, Training steps: 9500, Avg loss: 0.001
Epoch id: 10, Training steps: 9600, Avg loss: 0.002
Epoch id: 10, Training steps: 9700, Avg loss: 0.001
Epoch id: 10, Training steps: 9800, Avg loss: 0.001
Epoch id: 10, Training steps: 9900, Avg loss: 0.001
Epoch id: 10, Training steps: 10000, Avg loss: 0.002
Epoch id: 10, Training steps: 10100, Avg loss: 0.001
Epoch id: 10, Training steps: 10200, Avg loss: 0.001
